visit_id,user_id,visit_start_time,page_view,cart_add,purchase,campaign_name,impression,click,cart_products
f83715,90,2020-03-09 14:31:21.6303,6,1,0,Half Off - Treat Your Shellf(ish),0,0,Oyster
128c07,91,2020-01-09 04:03:29.416745,5,3,0,BOGOF - Fishing For Compliments,0,0,"Salmon,Russian Caviar,Black Truffle"
2af3ca,91,2020-02-04 23:30:42.884581,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Lobster,Crab"
335605,91,2020-02-24 20:44:38.326704,10,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Oyster"
76795b,91,2020-01-09 02:07:59.97309,1,0,0,BOGOF - Fishing For Compliments,0,0,
95fef1,91,2020-02-04 13:08:28.922104,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Crab"
fd3053,91,2020-02-24 17:27:00.93102,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
3fcea5,92,2020-03-06 23:01:01.278159,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
5afff7,92,2020-03-06 11:20:05.533635,6,2,1,Half Off - Treat Your Shellf(ish),1,0,"Black Truffle,Lobster"
7fad5a,92,2020-02-12 04:36:07.718971,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
a8f291,92,2020-02-12 08:57:51.495977,8,4,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Black Truffle,Oyster"
1579b0,93,2020-01-15 05:47:07.763384,6,5,0,25% Off - Living The Lux Life,0,0,"Salmon,Kingfish,Abalone,Lobster,Crab"
192e64,93,2020-01-15 04:16:22.395353,1,0,0,25% Off - Living The Lux Life,0,0,
4bb87f,93,2020-02-17 15:12:29.564904,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
a99fcd,93,2020-02-07 13:07:01.955826,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
ac5005,93,2020-02-07 01:13:49.26713,8,4,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Crab,Oyster"
e8175f,93,2020-02-17 07:01:42.670833,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Abalone,Lobster,Oyster"
0a9220,94,2020-03-22 18:35:48.255695,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Lobster"
2c2914,94,2020-02-24 09:23:10.20125,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Lobster,Crab"
39fa1a,94,2020-03-22 16:27:24.943321,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
454863,94,2020-02-19 23:56:34.939756,10,5,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Tuna,Russian Caviar,Crab"
82a2de,94,2020-02-24 12:37:12.025561,5,2,0,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Crab"
89e526,94,2020-02-19 06:35:33.040444,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
c1d7b2,94,2020-03-20 22:00:23.979236,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
cba960,94,2020-03-20 15:18:20.514798,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle,Abalone"
12634c,95,2020-02-08 19:03:34.893581,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
14229b,95,2020-02-15 10:50:53.793088,7,5,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Tuna,Russian Caviar,Oyster"
18373b,95,2020-02-20 08:08:29.937897,5,1,1,Half Off - Treat Your Shellf(ish),0,0,Oyster
66c233,95,2020-02-15 05:50:38.797765,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
cef10e,95,2020-02-20 03:26:30.319853,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
e3ad1f,95,2020-02-08 16:40:42.066614,10,4,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Russian Caviar,Oyster"
091b31,96,2020-01-18 22:45:55.831807,8,2,0,25% Off - Living The Lux Life,0,0,"Tuna,Russian Caviar"
2e80a3,96,2020-02-22 14:58:20.583198,7,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Crab,Oyster"
6b99c0,96,2020-01-18 16:13:31.886167,1,0,0,25% Off - Living The Lux Life,0,0,
77ed1c,96,2020-02-04 14:59:46.119345,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
d24165,96,2020-02-22 11:06:38.26898,4,2,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle"
fef57f,96,2020-02-04 05:28:57.683089,7,1,0,Half Off - Treat Your Shellf(ish),0,0,Russian Caviar
1b4359,97,2020-01-23 11:51:29.998515,9,5,1,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Black Truffle,Abalone,Lobster"
65942f,97,2020-01-20 04:44:00.710115,9,6,1,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Crab"
757164,97,2020-01-23 21:43:03.235943,6,3,0,25% Off - Living The Lux Life,0,0,"Kingfish,Tuna,Abalone"
8ed749,97,2020-02-14 01:34:31.197186,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Tuna,Black Truffle,Abalone,Lobster"
932bad,97,2020-02-10 03:51:30.566212,7,1,1,Half Off - Treat Your Shellf(ish),0,0,Russian Caviar
abd783,97,2020-02-15 11:33:42.84158,10,7,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Tuna,Abalone,Lobster,Crab,Oyster"
b00f4d,97,2020-02-14 13:32:09.805693,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Oyster"
c172c5,97,2020-02-15 05:30:00.11842,3,0,0,Half Off - Treat Your Shellf(ish),1,0,
cc1f4d,97,2020-02-10 06:59:24.31449,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Black Truffle,Abalone,Crab,Oyster"
cda04b,97,2020-01-23 09:29:33.548524,1,0,0,25% Off - Living The Lux Life,0,0,
ce36ed,97,2020-01-20 03:15:08.884529,5,0,0,25% Off - Living The Lux Life,0,0,
e51324,97,2020-01-23 07:32:54.671364,7,4,0,25% Off - Living The Lux Life,0,0,"Salmon,Kingfish,Abalone,Lobster"
135a9c,98,2020-02-02 12:46:40.877698,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Crab,Oyster"
177ca6,98,2020-03-17 16:55:46.39673,5,2,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
330c97,98,2020-02-02 14:52:41.706445,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
4e4c6c,98,2020-02-11 22:47:32.93724,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone"
557d60,98,2020-02-11 01:41:54.8323,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
6486f3,98,2020-02-16 08:38:48.131039,8,5,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna,Russian Caviar,Crab,Oyster"
6de727,98,2020-03-17 14:49:46.072196,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Tuna,Russian Caviar,Abalone,Lobster,Crab,Oyster"
7c5d4e,98,2020-02-16 21:12:51.495689,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
9be766,98,2020-03-11 13:19:04.318346,10,5,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Russian Caviar,Crab,Oyster"
a60982,98,2020-01-11 10:21:57.329012,9,5,0,BOGOF - Fishing For Compliments,0,0,"Salmon,Russian Caviar,Black Truffle,Lobster,Crab"
b6c7fa,98,2020-03-11 14:01:48.563474,10,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Abalone,Lobster,Crab,Oyster"
fe4d22,98,2020-01-11 11:07:42.94912,1,0,0,BOGOF - Fishing For Compliments,0,0,
484cf5,99,2020-03-06 20:54:56.345211,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone"
5e7c37,99,2020-02-22 23:16:49.918901,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Russian Caviar,Black Truffle,Abalone,Crab,Oyster"
6a0c71,99,2020-03-31 15:22:32.675889,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
c63eff,99,2020-04-21 13:03:32.214108,8,3,1,,0,0,"Salmon,Kingfish,Oyster"
d85126,99,2020-03-06 08:38:15.93656,8,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Crab,Oyster"
dec8c8,99,2020-02-22 01:39:02.398516,7,3,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone,Lobster"
e5c62f,99,2020-03-31 16:41:31.066211,4,2,1,Half Off - Treat Your Shellf(ish),1,0,"Abalone,Lobster"
fd1ad5,99,2020-04-21 08:37:51.854263,1,0,0,,0,0,
047c7f,100,2020-01-19 03:41:37.601887,9,4,1,25% Off - Living The Lux Life,0,0,"Kingfish,Tuna,Russian Caviar,Black Truffle"
0b12cf,100,2020-02-03 04:48:35.858594,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
17b4c8,100,2020-01-19 08:37:44.68344,1,0,0,25% Off - Living The Lux Life,0,0,
a6af19,100,2020-02-03 06:56:55.994539,10,8,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Abalone,Lobster,Crab,Oyster"
00b0a0,101,2020-05-17 06:31:34.861906,7,3,1,,0,0,"Tuna,Lobster,Crab"
0898cd,101,2020-04-16 00:57:41.894572,1,0,0,,0,0,
194935,101,2020-02-28 10:25:07.118156,7,1,1,Half Off - Treat Your Shellf(ish),0,0,Kingfish
1b012a,101,2020-03-25 03:12:26.366839,9,7,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Crab,Oyster"
2e6018,101,2020-02-28 22:16:49.416448,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
46d8bf,101,2020-03-25 23:33:08.940034,4,1,1,Half Off - Treat Your Shellf(ish),0,0,Salmon
592f6f,101,2020-05-17 05:42:44.820226,10,7,1,,1,1,"Salmon,Kingfish,Tuna,Black Truffle,Lobster,Crab,Oyster"
78bf1d,101,2020-04-28 06:07:06.058922,7,1,1,,0,0,Russian Caviar
82bef2,101,2020-04-16 08:17:14.732124,6,2,0,,0,0,"Kingfish,Abalone"
e31f7b,101,2020-04-28 16:57:19.631223,1,0,0,,0,0,
07b183,102,2020-02-27 11:24:07.283384,10,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Abalone,Lobster,Crab"
3ac3eb,102,2020-02-04 11:23:28.461195,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Crab"
41a8f4,102,2020-03-05 16:44:35.719506,5,1,0,Half Off - Treat Your Shellf(ish),0,0,Crab
4c4587,102,2020-02-15 08:57:55.473109,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
7134f9,102,2020-02-15 17:12:45.287201,10,4,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Crab,Oyster"
7787c4,102,2020-01-23 07:23:16.991056,5,1,0,25% Off - Living The Lux Life,0,0,Salmon
99a723,102,2020-03-05 20:11:56.403658,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone"
b7a4c3,102,2020-01-23 02:00:23.30213,1,0,0,25% Off - Living The Lux Life,0,0,
eba54d,102,2020-02-04 18:12:40.972615,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Black Truffle,Abalone,Lobster,Oyster"
fb806b,102,2020-02-27 00:46:23.413956,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Oyster"
029338,103,2020-01-27 13:07:29.883817,11,4,0,25% Off - Living The Lux Life,0,0,"Salmon,Tuna,Russian Caviar,Crab"
3519b5,103,2020-01-12 05:32:28.954534,10,1,1,BOGOF - Fishing For Compliments,0,0,Abalone
553aa6,103,2020-02-26 15:58:59.105696,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Oyster"
b14cb3,103,2020-02-20 23:20:33.906231,10,8,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Crab,Oyster"
b1a4f9,103,2020-02-26 09:15:57.823499,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
bf9c50,103,2020-01-12 09:22:15.055004,1,0,0,BOGOF - Fishing For Compliments,0,0,
c83b31,103,2020-02-20 14:58:50.264235,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar"
f7d4dd,103,2020-01-27 21:08:02.291384,9,4,1,25% Off - Living The Lux Life,1,1,"Russian Caviar,Black Truffle,Lobster,Oyster"
4d2e8d,104,2020-03-03 17:35:21.732401,8,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone"
659d4b,104,2020-02-18 22:15:34.252592,4,1,0,Half Off - Treat Your Shellf(ish),0,0,Kingfish
dbd30c,104,2020-03-03 16:18:25.688632,5,1,0,Half Off - Treat Your Shellf(ish),0,0,Black Truffle
ee0c78,104,2020-02-18 12:15:31.62247,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Russian Caviar,Black Truffle,Lobster,Crab,Oyster"
359949,105,2020-02-23 00:59:15.093043,7,3,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Abalone,Oyster"
468e1f,105,2020-03-01 23:45:04.72468,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
7603f4,105,2020-02-21 03:53:28.059717,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Lobster,Oyster"
915596,105,2020-02-23 13:08:18.329581,6,4,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Lobster,Crab,Oyster"
bf771e,105,2020-02-21 13:54:49.3356,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Crab"
e3b4dc,105,2020-03-01 09:27:01.010468,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle,Crab"
8a0e08,106,2020-04-05 13:34:17.424648,8,2,1,,0,0,"Kingfish,Tuna"
8b008f,106,2020-03-30 07:11:07.177142,11,8,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Oyster"
b41d80,106,2020-03-18 17:18:48.87809,11,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Crab"
c4174a,106,2020-04-05 09:19:12.964881,10,7,1,,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Crab,Oyster"
c8ed8d,106,2020-02-23 20:23:31.898901,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
e9ac65,106,2020-03-18 06:06:23.526682,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Salmon
ecba25,106,2020-02-23 17:31:57.71339,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Oyster"
ff9e7a,106,2020-03-30 21:55:57.664306,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Lobster,Oyster"
1c9400,107,2020-03-22 00:23:09.748626,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish"
212d41,107,2020-01-19 05:00:32.509987,6,1,0,25% Off - Living The Lux Life,1,0,Crab
22b9db,107,2020-03-05 23:06:45.782087,7,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Abalone,Lobster,Oyster"
2563cd,107,2020-03-05 00:23:55.40437,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Black Truffle,Abalone"
3c0b50,107,2020-02-14 02:27:07.426759,10,4,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar,Black Truffle,Abalone"
9fd196,107,2020-02-14 08:30:48.085368,11,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Lobster,Oyster"
b870b6,107,2020-03-22 16:38:27.972954,6,1,1,Half Off - Treat Your Shellf(ish),1,0,Salmon
b89647,107,2020-01-19 02:22:43.142207,8,4,1,25% Off - Living The Lux Life,0,0,"Salmon,Kingfish,Lobster,Oyster"
047e18,108,2020-02-13 17:16:44.711662,3,0,0,Half Off - Treat Your Shellf(ish),0,0,
115267,108,2020-02-02 06:20:43.533446,5,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Russian Caviar"
21b268,108,2020-02-22 16:31:48.932022,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Crab
63be53,108,2020-02-13 08:29:11.812513,9,3,1,Half Off - Treat Your Shellf(ish),1,0,"Tuna,Abalone,Oyster"
cc6980,108,2020-02-22 05:48:17.925604,4,2,1,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Oyster"
ed5954,108,2020-02-02 14:04:03.12362,7,1,1,Half Off - Treat Your Shellf(ish),1,0,Kingfish
0b1cf3,109,2020-01-02 12:24:03.108702,5,0,0,BOGOF - Fishing For Compliments,0,0,
169285,109,2020-01-21 11:10:44.446604,1,0,0,25% Off - Living The Lux Life,0,0,
49671d,109,2020-01-21 18:59:25.649092,6,2,0,25% Off - Living The Lux Life,0,0,"Russian Caviar,Abalone"
74b4ab,109,2020-02-16 21:33:28.224149,9,6,0,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Crab,Oyster"
b9dc89,109,2020-03-08 04:32:07.455887,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Oyster"
bcebdf,109,2020-02-16 15:26:44.28097,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone"
d9ff24,109,2020-01-02 13:47:35.023376,9,5,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Crab"
ff5c46,109,2020-03-08 01:00:24.515831,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
04caa8,110,2020-04-07 03:03:23.848709,8,2,1,,0,0,"Kingfish,Russian Caviar"
2c4af5,110,2020-03-25 02:57:00.09461,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Crab,Oyster"
89a1c3,110,2020-04-07 05:37:39.770675,1,0,0,,0,0,
ab380d,110,2020-03-02 02:28:31.597956,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone"
c25523,110,2020-02-22 10:22:15.480516,11,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Oyster"
cb836f,110,2020-02-22 00:28:01.223886,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Crab"
cc557d,110,2020-03-25 11:30:02.849215,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
cd4020,110,2020-03-02 11:55:22.062503,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
09d924,111,2020-04-09 17:50:24.295666,5,2,1,,0,0,"Abalone,Oyster"
264747,111,2020-04-09 22:00:09.60982,10,7,0,,1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Abalone,Lobster,Crab"
457c9e,111,2020-02-15 19:23:36.539285,6,3,0,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone,Oyster"
5eae51,111,2020-05-04 09:12:39.859886,8,4,0,,1,1,"Russian Caviar,Black Truffle,Abalone,Crab"
927989,111,2020-03-11 02:13:18.612405,8,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster"
ac17e7,111,2020-05-04 09:01:47.190951,7,2,0,,0,0,"Russian Caviar,Crab"
afc4f3,111,2020-02-09 10:34:35.689387,6,2,1,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Black Truffle"
d5cc27,111,2020-02-09 19:30:47.175893,6,3,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Lobster"
df363a,111,2020-03-11 00:25:56.03626,6,1,0,Half Off - Treat Your Shellf(ish),0,0,Abalone
e4dd5e,111,2020-02-15 13:27:25.489785,7,2,1,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Tuna"
5e0dca,112,2020-01-28 13:19:18.877784,1,0,0,25% Off - Living The Lux Life,0,0,
9be982,112,2020-02-15 23:51:32.132583,9,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Oyster"
a37f1e,112,2020-01-28 10:02:34.424014,9,2,1,25% Off - Living The Lux Life,0,0,"Black Truffle,Lobster"
ca4aae,112,2020-02-15 15:23:14.603572,6,1,0,Half Off - Treat Your Shellf(ish),0,0,Russian Caviar
1f1b30,113,2020-03-17 15:10:57.435654,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
49ee64,113,2020-03-17 03:55:58.304031,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar"
4f4600,113,2020-04-13 00:59:43.02412,4,1,1,,0,0,Crab
6a3899,113,2020-05-03 23:19:00.667492,1,0,0,,0,0,
8ab78e,113,2020-05-03 06:54:08.746311,8,2,0,,0,0,"Kingfish,Tuna"
a328b4,113,2020-04-13 12:06:40.961091,6,2,0,,1,0,"Crab,Oyster"
ab53ac,113,2020-02-17 19:43:11.853805,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish"
c285fa,113,2020-02-17 15:50:41.585187,11,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Black Truffle,Abalone,Lobster,Crab,Oyster"
2a38af,114,2020-02-23 20:25:15.765444,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna"
34823a,114,2020-01-29 09:20:02.501715,9,6,0,,1,1,"Salmon,Tuna,Russian Caviar,Abalone,Crab,Oyster"
53b4e3,114,2020-03-03 15:30:33.184988,7,4,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Russian Caviar,Black Truffle,Lobster"
579743,114,2020-02-23 22:37:30.715629,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
708b66,114,2020-03-03 12:43:58.475734,8,2,0,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Oyster"
737bfa,114,2020-01-29 08:47:52.110215,7,5,0,,0,0,"Salmon,Kingfish,Black Truffle,Abalone,Oyster"
d29f5c,114,2020-03-03 00:47:54.969046,9,1,1,Half Off - Treat Your Shellf(ish),0,0,Kingfish
e63cfe,114,2020-03-03 01:10:03.075541,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
082bef,115,2020-02-03 23:50:52.137467,4,1,0,Half Off - Treat Your Shellf(ish),0,0,Crab
20aa08,115,2020-03-25 11:10:45.553199,8,5,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Abalone,Lobster,Oyster"
226702,115,2020-02-21 01:49:40.140653,9,1,1,Half Off - Treat Your Shellf(ish),0,0,Oyster
3feff6,115,2020-02-03 22:53:46.430997,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
6cbcc8,115,2020-04-14 13:37:39.119711,7,1,1,,0,0,Lobster
6fae44,115,2020-04-14 23:10:37.780477,1,0,0,,0,0,
931c69,115,2020-01-13 07:25:24.337829,4,0,0,BOGOF - Fishing For Compliments,0,0,
d27d63,115,2020-03-25 07:13:09.857489,9,4,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Crab,Oyster"
eb6951,115,2020-02-21 22:23:10.1844,7,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Russian Caviar,Abalone,Lobster"
eb7e93,115,2020-03-12 00:30:37.571489,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Lobster,Oyster"
f92da1,115,2020-01-13 21:30:05.986498,9,4,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Tuna,Crab"
fbfc8a,115,2020-03-12 06:45:03.525191,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
38f270,116,2020-02-08 18:32:24.075752,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
5bba4e,124,2020-01-17 15:27:02.948765,1,0,0,25% Off - Living The Lux Life,0,0,
3cd18c,116,2020-03-17 07:46:13.480355,11,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Crab"
63ba1d,116,2020-02-08 05:51:45.997263,8,1,0,Half Off - Treat Your Shellf(ish),0,0,Salmon
6db4a3,116,2020-03-05 07:21:15.807914,6,1,1,Half Off - Treat Your Shellf(ish),1,0,Black Truffle
89165e,116,2020-03-05 04:32:58.468973,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Salmon
9fd9bc,116,2020-03-01 00:18:03.021069,7,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle,Lobster"
ac3534,116,2020-03-01 15:41:16.062517,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
ea9060,116,2020-03-17 09:00:06.501588,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna"
0f87af,117,2020-01-23 12:06:37.282814,11,7,1,25% Off - Living The Lux Life,1,1,"Salmon,Tuna,Russian Caviar,Black Truffle,Abalone,Crab,Oyster"
48e9a2,117,2020-02-24 14:11:20.4545,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Lobster,Crab"
4bc154,117,2020-01-23 02:23:09.257098,8,3,1,25% Off - Living The Lux Life,0,0,"Kingfish,Russian Caviar,Abalone"
6cf3bb,117,2020-01-03 06:16:33.193819,1,0,0,BOGOF - Fishing For Compliments,0,0,
8b143f,117,2020-01-29 05:20:44.896439,1,0,0,,0,0,
8f39b8,117,2020-01-29 13:57:13.551356,6,3,0,,0,0,"Salmon,Kingfish,Crab"
b4178f,117,2020-02-24 06:47:26.756217,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Black Truffle"
c6efb0,117,2020-01-03 07:12:42.609824,7,5,0,BOGOF - Fishing For Compliments,0,0,"Tuna,Black Truffle,Abalone,Lobster,Oyster"
0a37ae,118,2020-02-12 16:28:53.66488,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
2aba2e,118,2020-01-18 18:43:06.647541,2,0,0,25% Off - Living The Lux Life,0,0,
5fd993,118,2020-01-18 18:38:56.240693,7,4,0,25% Off - Living The Lux Life,1,1,"Salmon,Russian Caviar,Crab,Oyster"
6fa366,118,2020-01-19 16:20:28.456129,7,3,0,25% Off - Living The Lux Life,0,0,"Lobster,Crab,Oyster"
a8b628,118,2020-01-19 03:16:12.267436,1,0,0,25% Off - Living The Lux Life,0,0,
b7daee,118,2020-02-12 18:37:49.84719,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Lobster"
1def56,119,2020-03-02 05:13:46.723825,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Abalone,Lobster"
6c0878,119,2020-02-08 02:37:55.816986,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Lobster"
a14815,119,2020-03-02 13:01:39.898436,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Crab,Oyster"
